ENSG,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,absLFC,ENSG_base
ENSG00000196990.9,1.770774604,3.592796124,0.454383561,6.94e-6,3.6e-5,FAM163B,3.592796124,ENSG00000196990
ENSG00000217159.2,3.153664323,2.237189315,0.560421779,6.94e-6,3.6e-5,LARP1P1,2.237189315,ENSG00000217159
ENSG00000248265.2,39.18966852,1.371180838,0.328199518,6.99e-6,3.62e-5,FLJ12825,1.371180838,ENSG00000248265
ENSG00000153086.14,42.91084007,1.761869057,0.432289789,7.01e-6,3.63e-5,ACMSD,1.761869057,ENSG00000153086
ENSG00000163359.16,65056.548,1.095775694,0.255077754,7.07e-6,3.66e-5,COL6A3,1.095775694,ENSG00000163359
ENSG00000178776.5,145.8236248,1.589166164,0.38626387,7.1e-6,3.67e-5,C5orf46,1.589166164,ENSG00000178776
ENSG00000107821.15,598.1230075,1.163275732,0.273917185,7.13e-6,3.69e-5,KAZALD1,1.163275732,ENSG00000107821
ENSG00000283288.1,5.955624583,1.915909785,0.47483657,7.17e-6,3.71e-5,SMIM33,1.915909785,ENSG00000283288
ENSG00000228950.1,5.764703793,1.764885146,0.434459641,7.18e-6,3.71e-5,AC023137.1,1.764885146,ENSG00000228950
ENSG00000229836.1,8.460322675,2.235762591,0.560420957,7.22e-6,3.73e-5,AL671883.1,2.235762591,ENSG00000229836
ENSG00000101074.5,1.346013659,3.983485424,1.004848178,7.24e-6,3.74e-5,R3HDML,3.983485424,ENSG00000101074
ENSG00000285128.1,29.43077681,1.292655283,0.308332902,7.3e-6,3.77e-5,AC092306.1,1.292655283,ENSG00000285128
ENSG00000279605.1,15.48912126,1.174257839,0.279048595,7.36e-6,3.79e-5,AC067930.5,1.174257839,ENSG00000279605
ENSG00000217624.2,46.87429276,1.062873669,0.249488144,7.36e-6,3.79e-5,YWHAZP10,1.062873669,ENSG00000217624
ENSG00000155066.16,6481.637921,1.151470121,0.268957578,7.38e-6,3.8e-5,PROM2,1.151470121,ENSG00000155066
ENSG00000270930.1,23.66721944,2.274077792,0.574342914,7.44e-6,3.83e-5,GRAMD4P8,2.274077792,ENSG00000270930
ENSG00000153294.12,16.33901731,2.156694458,0.543648865,7.52e-6,3.87e-5,ADGRF4,2.156694458,ENSG00000153294
ENSG00000069696.7,33.44192739,1.266769909,0.302789683,7.52e-6,3.87e-5,DRD4,1.266769909,ENSG00000069696
ENSG00000227145.2,3.345850605,1.135784969,0.623296684,7.53e-6,3.87e-5,IL21-AS1,1.135784969,ENSG00000227145
ENSG00000225969.2,57.1225984,1.438354777,0.348121178,7.58e-6,3.89e-5,ABHD11-AS1,1.438354777,ENSG00000225969
ENSG00000280213.1,34.06415108,1.199041045,0.2857866,7.59e-6,3.9e-5,UCKL1-AS1,1.199041045,ENSG00000280213
ENSG00000182687.4,3.311148656,1.910550421,0.478415821,7.61e-6,3.91e-5,GALR2,1.910550421,ENSG00000182687
ENSG00000256443.1,54.10723604,1.429616169,0.345122007,7.64e-6,3.92e-5,AP003559.1,1.429616169,ENSG00000256443
ENSG00000120093.11,1303.519645,1.409019342,0.340048224,7.63e-6,3.92e-5,HOXB3,1.409019342,ENSG00000120093
ENSG00000164690.8,7.482096312,2.062875794,0.517901813,7.67e-6,3.94e-5,SHH,2.062875794,ENSG00000164690
ENSG00000103485.19,1342.17848,1.337169321,0.321869292,7.7e-6,3.95e-5,QPRT,1.337169321,ENSG00000103485
ENSG00000242440.2,2.09902446,6.05456677,1.055092173,7.75e-6,3.97e-5,LINC02046,6.05456677,ENSG00000242440
ENSG00000258331.1,4.470898673,2.014527142,0.506346505,7.78e-6,3.98e-5,LINC02461,2.014527142,ENSG00000258331
ENSG00000182379.10,207.6390862,1.606771826,0.393580168,7.76e-6,3.98e-5,NXPH4,1.606771826,ENSG00000182379
ENSG00000158055.16,201.7674873,1.171101209,0.27806148,7.76e-6,3.98e-5,GRHL3,1.171101209,ENSG00000158055
ENSG00000240065.8,1810.037556,1.050143015,0.245855394,7.76e-6,3.98e-5,PSMB9,1.050143015,ENSG00000240065
ENSG00000259175.1,1.318463241,3.459801257,0.917051629,7.81e-6,4e-5,AC108451.1,3.459801257,ENSG00000259175
ENSG00000277013.1,274.2494558,1.246385335,0.297143391,7.81e-6,4e-5,AC008556.1,1.246385335,ENSG00000277013
ENSG00000260019.2,4.739613315,3.682471828,0.948020652,7.84e-6,4.02e-5,LINC01992,3.682471828,ENSG00000260019
ENSG00000128271.22,13.72242021,1.882107693,0.469317145,7.88e-6,4.03e-5,ADORA2A,1.882107693,ENSG00000128271
ENSG00000214146.3,11.03272314,1.121735026,0.265843956,7.93e-6,4.06e-5,LINC02026,1.121735026,ENSG00000214146
ENSG00000276116.2,18.48055974,1.329263083,0.319758539,7.97e-6,4.07e-5,FUT8-AS1,1.329263083,ENSG00000276116
ENSG00000188219.14,11.08574228,2.16725148,0.547326253,8e-6,4.09e-5,POTEE,2.16725148,ENSG00000188219
ENSG00000285650.1,10.0504775,1.454748244,0.351462922,8.03e-6,4.1e-5,AL157827.2,1.454748244,ENSG00000285650
ENSG00000232445.2,48.36911252,1.163361888,0.276028933,8.03e-6,4.1e-5,EMSLR,1.163361888,ENSG00000232445
ENSG00000286607.1,4.108355026,2.051883795,0.515932709,8.05e-6,4.11e-5,AL135818.3,2.051883795,ENSG00000286607
ENSG00000151388.11,2505.327867,1.19291167,0.283509604,8.26e-6,4.21e-5,ADAMTS12,1.19291167,ENSG00000151388
ENSG00000253774.1,1.394273472,3.034497318,0.797396382,8.28e-6,4.22e-5,AC114550.3,3.034497318,ENSG00000253774
ENSG00000164185.6,21.50790525,1.111751858,0.264726236,8.33e-6,4.24e-5,ZNF474,1.111751858,ENSG00000164185
ENSG00000286887.1,3.632467591,1.517829327,0.370650772,8.34e-6,4.25e-5,AL355881.1,1.517829327,ENSG00000286887
ENSG00000172867.4,4.800029421,2.264088348,0.573687201,8.38e-6,4.26e-5,KRT2,2.264088348,ENSG00000172867
ENSG00000287742.1,7.52053506,1.278966687,0.30820356,8.46e-6,4.3e-5,AC068282.2,1.278966687,ENSG00000287742
ENSG00000154319.16,403.1218465,1.383439183,0.334566991,8.47e-6,4.31e-5,FAM167A,1.383439183,ENSG00000154319
ENSG00000269959.1,12.23128299,1.356118845,0.326694671,8.48e-6,4.31e-5,SPACA6P-AS,1.356118845,ENSG00000269959
ENSG00000161681.16,72.807546,1.192297015,0.284945951,8.56e-6,4.35e-5,SHANK1,1.192297015,ENSG00000161681
ENSG00000198930.13,1.865078826,9.760871755,1.162957801,8.59e-6,4.36e-5,CSAG1,9.760871755,ENSG00000198930
ENSG00000266120.1,3.231450921,2.267071862,0.870285423,8.62e-6,4.37e-5,AC104984.4,2.267071862,ENSG00000266120
ENSG00000231133.8,5.640788579,3.226903739,0.44212505,8.7e-6,4.41e-5,HAR1B,3.226903739,ENSG00000231133
ENSG00000173157.17,4.628034141,3.046125454,0.793580102,8.71e-6,4.42e-5,ADAMTS20,3.046125454,ENSG00000173157
ENSG00000269489.1,7.233897413,1.325253106,0.320275959,8.74e-6,4.43e-5,AL589765.6,1.325253106,ENSG00000269489
ENSG00000248712.7,103.2199304,1.122192636,0.267023743,8.77e-6,4.44e-5,CCDC153,1.122192636,ENSG00000248712
ENSG00000249306.6,53.59636778,1.084469516,0.424920179,8.8e-6,4.46e-5,LINC01411,1.084469516,ENSG00000249306
ENSG00000278041.1,7.061401051,3.352798948,0.881259396,8.92e-6,4.51e-5,AL133325.3,3.352798948,ENSG00000278041
ENSG00000279791.1,5.330501174,1.299838224,0.312546748,8.9e-6,4.51e-5,AC018892.3,1.299838224,ENSG00000279791
ENSG00000226609.2,8.707713256,1.006428314,0.23727464,8.93e-6,4.52e-5,AL390067.1,1.006428314,ENSG00000226609
ENSG00000115828.17,523.5059029,1.026182115,0.243018386,9.12e-6,4.61e-5,QPCT,1.026182115,ENSG00000115828
ENSG00000284526.1,65.42315544,1.045884275,0.247771663,9.25e-6,4.67e-5,AC015802.6,1.045884275,ENSG00000284526
ENSG00000218502.3,3.905966372,1.052166873,0.247781535,9.27e-6,4.68e-5,H2AZP3,1.052166873,ENSG00000218502
ENSG00000238098.9,52.05515665,1.032770764,0.244686983,9.33e-6,4.71e-5,ABCA17P,1.032770764,ENSG00000238098
ENSG00000182901.17,8.16668688,1.914247275,0.482313713,9.55e-6,4.81e-5,RGS7,1.914247275,ENSG00000182901
ENSG00000196166.5,17.61871736,1.97354647,0.500848508,9.72e-6,4.88e-5,C8orf86,1.97354647,ENSG00000196166
ENSG00000163879.11,1927.355419,1.016731342,0.24040924,9.78e-6,4.91e-5,DNALI1,1.016731342,ENSG00000163879
ENSG00000197261.11,489.1520551,1.496747056,0.368215982,9.8e-6,4.92e-5,C6orf141,1.496747056,ENSG00000197261
ENSG00000167306.20,4132.871781,1.046554909,0.248445132,9.81e-6,4.92e-5,MYO5B,1.046554909,ENSG00000167306
ENSG00000171812.13,3897.050149,1.068071665,0.253587753,9.86e-6,4.95e-5,COL8A2,1.068071665,ENSG00000171812
ENSG00000264570.1,8.956131657,2.358479383,0.610402479,9.92e-6,4.97e-5,SNX19P3,2.358479383,ENSG00000264570
ENSG00000101203.16,7.324693165,4.770081008,0.648334316,9.94e-6,4.98e-5,COL20A1,4.770081008,ENSG00000101203
ENSG00000233203.6,11.87737409,1.211545183,0.291982244,9.95e-6,4.99e-5,DHCR24-DT,1.211545183,ENSG00000233203
ENSG00000254338.1,4.705750088,2.712656068,0.731105768,1.01e-5,5.06e-5,MAFA-AS1,2.712656068,ENSG00000254338
ENSG00000165566.12,7.672517411,4.826827619,0.875324528,1.02e-5,5.12e-5,AMER2,4.826827619,ENSG00000165566
ENSG00000186940.6,104.0041702,1.062872924,0.254579479,1.03e-5,5.18e-5,CHCHD2P9,1.062872924,ENSG00000186940
ENSG00000250643.1,16.20414261,1.81823761,0.459608466,1.05e-5,5.24e-5,AC083906.3,1.81823761,ENSG00000250643
ENSG00000233626.2,5.418614377,1.233457012,0.298967276,1.07e-5,5.33e-5,AC092814.2,1.233457012,ENSG00000233626
ENSG00000136490.9,716.5890651,2.000770822,0.284055265,1.08e-5,5.4e-5,LIMD2,2.000770822,ENSG00000136490
ENSG00000259447.1,1.674320336,2.776274535,0.742906237,1.09e-5,5.45e-5,AC013652.2,2.776274535,ENSG00000259447
ENSG00000285999.1,9.405632406,1.154000105,0.277648755,1.1e-5,5.48e-5,AC025442.2,1.154000105,ENSG00000285999
ENSG00000130711.5,4.711911096,1.239353451,0.300254337,1.11e-5,5.53e-5,PRDM12,1.239353451,ENSG00000130711
ENSG00000117598.13,13.00270987,2.503802266,0.669369696,1.11e-5,5.54e-5,PLPPR5,2.503802266,ENSG00000117598
ENSG00000125520.14,4344.565694,1.056908838,0.252532841,1.12e-5,5.55e-5,SLC2A4RG,1.056908838,ENSG00000125520
ENSG00000170409.7,3.306316813,1.647554852,0.410061776,1.13e-5,5.62e-5,AC091390.1,1.647554852,ENSG00000170409
ENSG00000284636.1,4.59586887,2.361103332,0.60952879,1.14e-5,5.64e-5,AC073648.6,2.361103332,ENSG00000284636
ENSG00000205634.7,10.30186087,2.837994239,0.754707286,1.14e-5,5.65e-5,LINC00898,2.837994239,ENSG00000205634
ENSG00000186810.8,187.8474104,1.403736543,0.346134059,1.14e-5,5.68e-5,CXCR3,1.403736543,ENSG00000186810
ENSG00000084444.14,3264.49629,1.110020813,0.265424691,1.15e-5,5.68e-5,FAM234B,1.110020813,ENSG00000084444
ENSG00000224791.1,1.945039382,1.889694325,0.477034906,1.15e-5,5.71e-5,KRT18P39,1.889694325,ENSG00000224791
ENSG00000260963.2,3.735860713,2.700164253,0.709052135,1.15e-5,5.72e-5,AC026462.3,2.700164253,ENSG00000260963
ENSG00000204872.4,10.12497341,1.46089746,0.36282082,1.16e-5,5.75e-5,NAT8B,1.46089746,ENSG00000204872
ENSG00000168454.12,5.351775672,1.302296041,0.318239161,1.16e-5,5.77e-5,TXNDC2,1.302296041,ENSG00000168454
ENSG00000207751.3,3.955078773,1.588242428,0.39524435,1.18e-5,5.82e-5,AP000553.1,1.588242428,ENSG00000207751
ENSG00000274281.1,1.741462207,2.946073235,0.772149723,1.18e-5,5.86e-5,AC022929.2,2.946073235,ENSG00000274281
ENSG00000107984.10,212.8136392,2.117417566,0.547920188,1.2e-5,5.93e-5,DKK1,2.117417566,ENSG00000107984
ENSG00000198216.12,21.78142112,1.390906632,0.343975139,1.2e-5,5.93e-5,CACNA1E,1.390906632,ENSG00000198216
ENSG00000258408.1,5.881909539,2.361682801,0.617768815,1.21e-5,5.97e-5,NT5CP2,2.361682801,ENSG00000258408
ENSG00000241749.4,6.822820603,1.383298527,0.34069005,1.22e-5,6.02e-5,RPSAP52,1.383298527,ENSG00000241749
ENSG00000250546.6,7.637768111,3.011886059,0.807733881,1.22e-5,6.03e-5,AC079160.1,3.011886059,ENSG00000250546
ENSG00000165046.13,186.9849004,1.121695504,0.272208965,1.24e-5,6.1e-5,LETM2,1.121695504,ENSG00000165046
ENSG00000153707.17,645.8120474,1.328562595,0.327907424,1.24e-5,6.14e-5,PTPRD,1.328562595,ENSG00000153707
ENSG00000162873.15,131.3223277,1.604040256,0.403509669,1.25e-5,6.15e-5,KLHDC8A,1.604040256,ENSG00000162873
ENSG00000254545.1,1.105126085,2.262678692,0.596903747,1.25e-5,6.18e-5,AL354919.2,2.262678692,ENSG00000254545
ENSG00000237512.6,15.20930884,1.620096662,0.412040797,1.26e-5,6.2e-5,UNC5B-AS1,1.620096662,ENSG00000237512
ENSG00000178803.12,29.62576888,1.619576505,0.4086538,1.26e-5,6.2e-5,ADORA2A-AS1,1.619576505,ENSG00000178803
ENSG00000169347.17,823.3701748,2.253325219,0.587540897,1.26e-5,6.21e-5,GP2,2.253325219,ENSG00000169347
ENSG00000236841.8,14.55265842,1.179940163,0.288505262,1.27e-5,6.24e-5,AC007750.1,1.179940163,ENSG00000236841
ENSG00000147041.12,637.1807286,1.823401981,0.466034667,1.29e-5,6.35e-5,SYTL5,1.823401981,ENSG00000147041
ENSG00000269915.1,6.317617102,1.832168545,0.46906667,1.32e-5,6.49e-5,AP006621.4,1.832168545,ENSG00000269915
ENSG00000272989.1,21.75944072,1.273743706,0.313721679,1.33e-5,6.52e-5,LINC02012,1.273743706,ENSG00000272989
ENSG00000248360.7,556.2870987,1.305456981,0.322060323,1.33e-5,6.54e-5,LINC00504,1.305456981,ENSG00000248360
ENSG00000183709.8,1.72943687,5.244996097,1.32209762,1.34e-5,6.56e-5,IFNL2,5.244996097,ENSG00000183709
ENSG00000204740.11,84.65150342,3.886422286,0.435246901,1.35e-5,6.6e-5,MALRD1,3.886422286,ENSG00000204740
ENSG00000266602.2,6.567973382,3.206366202,0.864691643,1.35e-5,6.6e-5,AP005262.1,3.206366202,ENSG00000266602
ENSG00000257989.1,13.47316463,2.056742291,0.53366539,1.35e-5,6.61e-5,AC078864.1,2.056742291,ENSG00000257989
ENSG00000236908.2,14.15988452,1.32644274,0.327883384,1.35e-5,6.61e-5,LINC02827,1.32644274,ENSG00000236908
ENSG00000278771.1,8.015988125,1.788068872,0.46047432,1.35e-5,6.63e-5,RN7SL3,1.788068872,ENSG00000278771
ENSG00000250644.3,55.42315144,1.593209371,0.402785461,1.36e-5,6.66e-5,AC068580.4,1.593209371,ENSG00000250644
ENSG00000166145.14,10015.09905,1.088772748,0.263623645,1.37e-5,6.71e-5,SPINT1,1.088772748,ENSG00000166145
ENSG00000137501.17,5195.147548,1.044427159,0.251961524,1.38e-5,6.72e-5,SYTL2,1.044427159,ENSG00000137501
ENSG00000203812.2,3.665404936,2.019223013,0.519116424,1.38e-5,6.74e-5,H2AC18,2.019223013,ENSG00000203812
ENSG00000223722.3,74.1679562,2.581255798,0.689053594,1.39e-5,6.78e-5,IFITM3P2,2.581255798,ENSG00000223722
ENSG00000277493.1,7.154753426,1.400770046,0.348678216,1.4e-5,6.83e-5,AC139769.3,1.400770046,ENSG00000277493
ENSG00000277383.1,4.919322671,1.364225859,0.340449136,1.4e-5,6.83e-5,AC010331.1,1.364225859,ENSG00000277383
ENSG00000153347.10,39.14127125,1.786265309,0.458414612,1.41e-5,6.86e-5,FAM81B,1.786265309,ENSG00000153347
ENSG00000273062.1,23.77306553,1.218632993,0.300114579,1.42e-5,6.94e-5,AL449106.1,1.218632993,ENSG00000273062
ENSG00000273812.3,52.31816843,1.404781776,0.352774902,1.44e-5,6.99e-5,BX640514.2,1.404781776,ENSG00000273812
ENSG00000254481.1,7.626505,1.141702881,0.28174897,1.44e-5,7.01e-5,PTP4A2P2,1.141702881,ENSG00000254481
ENSG00000254815.6,38.20085984,1.755253569,0.450476288,1.45e-5,7.06e-5,LMNTD2-AS1,1.755253569,ENSG00000254815
ENSG00000106211.10,25447.73678,1.30037974,0.323045238,1.45e-5,7.08e-5,HSPB1,1.30037974,ENSG00000106211
ENSG00000231764.10,6.253408863,2.517458425,0.255895022,1.48e-5,7.18e-5,DLX6-AS1,2.517458425,ENSG00000231764
ENSG00000181885.18,2996.051159,1.047622089,0.254025944,1.48e-5,7.2e-5,CLDN7,1.047622089,ENSG00000181885
ENSG00000253972.6,8.755922085,1.479583861,0.373239391,1.49e-5,7.23e-5,MAL2-AS1,1.479583861,ENSG00000253972
ENSG00000272954.1,4.301074313,1.786894504,0.45887347,1.49e-5,7.24e-5,AP000553.2,1.786894504,ENSG00000272954
ENSG00000164532.11,13.50286294,3.075991979,0.838313286,1.49e-5,7.26e-5,TBX20,3.075991979,ENSG00000164532
ENSG00000277504.1,2.218450731,2.31862533,0.611479191,1.5e-5,7.27e-5,AC010536.3,2.31862533,ENSG00000277504
ENSG00000248245.1,2.268320334,1.701671656,0.433942093,1.5e-5,7.28e-5,AC010307.2,1.701671656,ENSG00000248245
ENSG00000253521.2,3.294800303,2.201515768,0.574295441,1.51e-5,7.32e-5,HPYR1,2.201515768,ENSG00000253521
ENSG00000237761.3,0.633098133,3.774861912,1.05607005,1.52e-5,7.36e-5,AL161646.1,3.774861912,ENSG00000237761
ENSG00000118492.17,6.411153398,1.862928858,0.486507953,1.52e-5,7.36e-5,ADGB,1.862928858,ENSG00000118492
ENSG00000223657.2,1.168509392,2.271845335,0.618217789,1.52e-5,7.38e-5,KRT8P51,2.271845335,ENSG00000223657
ENSG00000213943.3,6.969471022,1.523352293,0.385828035,1.52e-5,7.39e-5,KRT18P17,1.523352293,ENSG00000213943
ENSG00000274460.1,37.57708829,1.06717438,0.260701495,1.52e-5,7.39e-5,AC092119.2,1.06717438,ENSG00000274460
ENSG00000184774.10,15.18255201,1.553684664,0.394874156,1.53e-5,7.41e-5,MGAT4EP,1.553684664,ENSG00000184774
ENSG00000279789.1,100.1575369,1.00457377,0.244550306,1.55e-5,7.53e-5,AC120114.3,1.00457377,ENSG00000279789
ENSG00000130487.9,418.014432,1.537834258,0.39006249,1.58e-5,7.66e-5,KLHDC7B,1.537834258,ENSG00000130487
ENSG00000218281.1,6.69915003,2.789914381,0.753929822,1.59e-5,7.69e-5,H2AC9P,2.789914381,ENSG00000218281
ENSG00000157388.19,925.9381216,1.247968068,0.309749464,1.6e-5,7.74e-5,CACNA1D,1.247968068,ENSG00000157388
ENSG00000126262.5,131.7158624,1.472972829,0.373248252,1.62e-5,7.8e-5,FFAR2,1.472972829,ENSG00000126262
ENSG00000084710.14,513.5003469,1.118229034,0.275311674,1.62e-5,7.84e-5,EFR3B,1.118229034,ENSG00000084710
ENSG00000181355.21,6.153076693,3.941894083,0.774165526,1.63e-5,7.86e-5,OFCC1,3.941894083,ENSG00000181355
ENSG00000165643.11,6.234009398,3.602500148,1.012583685,1.64e-5,7.91e-5,SOHLH1,3.602500148,ENSG00000165643
ENSG00000049089.15,1454.362995,1.42424051,0.358783566,1.64e-5,7.91e-5,COL9A2,1.42424051,ENSG00000049089
ENSG00000284299.1,1.650811458,2.1914638,0.604684978,1.67e-5,8.05e-5,AL590132.1,2.1914638,ENSG00000284299
ENSG00000143217.9,3574.733179,1.083801771,0.26454674,1.67e-5,8.06e-5,NECTIN4,1.083801771,ENSG00000143217
ENSG00000116254.18,36.84597999,1.835659681,0.477937891,1.68e-5,8.09e-5,CHD5,1.835659681,ENSG00000116254
ENSG00000279685.2,51.1366009,2.08814598,0.55177676,1.68e-5,8.1e-5,MAPT-IT1,2.08814598,ENSG00000279685
ENSG00000266242.1,21.05480274,2.913515195,0.797524072,1.73e-5,8.29e-5,GRAMD4P7,2.913515195,ENSG00000266242
ENSG00000205869.2,25.67720942,1.223742458,0.305952761,1.73e-5,8.32e-5,KRTAP5-1,1.223742458,ENSG00000205869
ENSG00000250387.3,8.283602696,3.77235674,1.055384571,1.75e-5,8.41e-5,LINC02197,3.77235674,ENSG00000250387
ENSG00000118369.13,689.9281549,1.027439006,0.251480296,1.76e-5,8.43e-5,USP35,1.027439006,ENSG00000118369
ENSG00000235489.4,7.316558093,1.255149322,0.315114263,1.77e-5,8.5e-5,DBF4P1,1.255149322,ENSG00000235489
ENSG00000137331.12,1619.653404,1.081952923,0.266324896,1.8e-5,8.61e-5,IER3,1.081952923,ENSG00000137331
ENSG00000248988.1,4.769053454,1.328108263,0.332431317,1.82e-5,8.7e-5,PSME2P3,1.328108263,ENSG00000248988
ENSG00000187140.6,11.02873741,2.004362606,0.532337787,1.83e-5,8.73e-5,FOXD3,2.004362606,ENSG00000187140
ENSG00000255303.2,12.44331423,1.569454282,0.403822511,1.83e-5,8.76e-5,OR5BA1P,1.569454282,ENSG00000255303
ENSG00000250067.12,114.1927136,1.134942505,0.281889586,1.84e-5,8.81e-5,YJEFN3,1.134942505,ENSG00000250067
ENSG00000145808.10,72.45511461,1.971499997,0.521779676,1.87e-5,8.93e-5,ADAMTS19,1.971499997,ENSG00000145808
ENSG00000036565.15,3.503389912,1.825401926,0.476401226,1.88e-5,8.97e-5,SLC18A1,1.825401926,ENSG00000036565
ENSG00000276058.1,7.499863685,1.259321905,0.313998494,1.89e-5,9e-5,STMN1P1,1.259321905,ENSG00000276058
ENSG00000230400.3,2.745354259,1.710488654,0.440288537,1.89e-5,9.03e-5,LINC01747,1.710488654,ENSG00000230400
ENSG00000240521.1,19.38448423,4.188763073,0.919773573,1.91e-5,9.09e-5,AC092979.1,4.188763073,ENSG00000240521
ENSG00000167194.7,1.583232173,2.271827071,0.607443072,1.92e-5,9.12e-5,C16orf92,2.271827071,ENSG00000167194
ENSG00000280311.1,2.586167982,1.448172182,0.367777483,1.93e-5,9.17e-5,AC131212.4,1.448172182,ENSG00000280311
ENSG00000124839.13,1203.884157,1.154233228,0.287015907,1.93e-5,9.17e-5,RAB17,1.154233228,ENSG00000124839
ENSG00000213145.10,97.11529338,1.105020064,0.274675888,1.94e-5,9.21e-5,CRIP1,1.105020064,ENSG00000213145
ENSG00000287136.1,2.600027659,3.045381037,0.840345478,1.96e-5,9.3e-5,AC073578.5,3.045381037,ENSG00000287136
ENSG00000211655.3,83.16145991,1.994474408,0.434576856,1.96e-5,9.33e-5,IGLV1-36,1.994474408,ENSG00000211655
ENSG00000267209.5,1.002399257,4.435496358,1.181256963,1.97e-5,9.36e-5,LINC01897,4.435496358,ENSG00000267209
ENSG00000181392.17,619.4179025,1.109867519,0.275360721,1.97e-5,9.36e-5,SYNE4,1.109867519,ENSG00000181392
ENSG00000007372.24,24.69405481,2.288807746,0.617876718,1.97e-5,9.38e-5,PAX6,2.288807746,ENSG00000007372
ENSG00000261083.3,10.25570078,1.371834553,0.349332031,1.98e-5,9.39e-5,LINC02516,1.371834553,ENSG00000261083
ENSG00000288028.1,1.504405088,2.205210529,0.607241877,2.01e-5,9.53e-5,AL049839.3,2.205210529,ENSG00000288028
ENSG00000198598.6,376.1095704,1.291663798,0.326874016,2.02e-5,9.56e-5,MMP17,1.291663798,ENSG00000198598
ENSG00000227619.3,18.70135004,1.125234439,0.280758497,2.06e-5,9.77e-5,AL391056.1,1.125234439,ENSG00000227619
ENSG00000287022.1,1.427897045,2.421920918,0.667432722,2.13e-5,1.00765e-4,AC079841.2,2.421920918,ENSG00000287022
ENSG00000179344.16,4072.118511,1.134566816,0.284019458,2.13e-5,1.00865e-4,HLA-DQB1,1.134566816,ENSG00000179344
ENSG00000267500.1,14.45795306,1.062278427,0.264148432,2.17e-5,1.0252e-4,ZNF887P,1.062278427,ENSG00000267500
ENSG00000166897.16,24.62931704,3.131033923,0.425980172,2.18e-5,1.02816e-4,ELFN2,3.131033923,ENSG00000166897
ENSG00000172382.10,165.9151833,1.269573855,0.32233988,2.19e-5,1.03162e-4,PRSS27,1.269573855,ENSG00000172382
ENSG00000285771.1,3.13620012,1.910537495,0.51098654,2.2e-5,1.0376e-4,AL139095.5,1.910537495,ENSG00000285771
ENSG00000146839.19,9.266395408,1.890173886,0.500507695,2.2e-5,1.03783e-4,ZAN,1.890173886,ENSG00000146839
ENSG00000233420.2,3.125034666,6.240814396,0.770743095,2.22e-5,1.04554e-4,AC002069.2,6.240814396,ENSG00000233420
ENSG00000163141.20,1528.756828,1.242647844,0.315126608,2.23e-5,1.05035e-4,BNIPL,1.242647844,ENSG00000163141
ENSG00000156675.16,5281.054443,1.621784582,0.269153141,2.24e-5,1.05531e-4,RAB11FIP1,1.621784582,ENSG00000156675
ENSG00000158014.15,125.6279804,1.903402338,0.508108682,2.25e-5,1.0608e-4,SLC30A2,1.903402338,ENSG00000158014
ENSG00000229950.1,39.52174345,1.138196896,0.286100789,2.26e-5,1.06301e-4,TFAP2A-AS1,1.138196896,ENSG00000229950
ENSG00000231073.1,4.306802987,1.351408348,0.345144178,2.26e-5,1.06346e-4,AL590133.1,1.351408348,ENSG00000231073
ENSG00000228022.6,10.35926753,1.392569092,0.357647793,2.27e-5,1.06677e-4,HCG20,1.392569092,ENSG00000228022
ENSG00000239472.3,4.076521704,1.397352938,0.357750806,2.27e-5,1.06929e-4,RN7SL221P,1.397352938,ENSG00000239472
ENSG00000231402.1,10.50280273,2.40886436,0.65960973,2.29e-5,1.07753e-4,WASF5P,2.40886436,ENSG00000231402
ENSG00000236502.1,3.735438086,2.826908202,0.783151932,2.31e-5,1.08371e-4,SIX3-AS1,2.826908202,ENSG00000236502
ENSG00000159166.15,1657.719313,1.131358841,0.2855798,2.31e-5,1.08562e-4,LAD1,1.131358841,ENSG00000159166
ENSG00000079931.15,745.4551754,1.378211914,0.353905849,2.32e-5,1.09004e-4,MOXD1,1.378211914,ENSG00000079931
ENSG00000250420.8,3.893732328,6.586708767,0.649491568,2.33e-5,1.09063e-4,AACSP1,6.586708767,ENSG00000250420
ENSG00000144810.16,6182.511142,1.274329432,0.324860037,2.33e-5,1.09191e-4,COL8A1,1.274329432,ENSG00000144810
ENSG00000186710.11,13.9143613,1.492819427,0.388207267,2.34e-5,1.09684e-4,CFAP73,1.492819427,ENSG00000186710
ENSG00000250274.2,2.997800794,1.322354853,0.337283535,2.34e-5,1.09689e-4,AC034199.1,1.322354853,ENSG00000250274
ENSG00000263280.2,16.95457013,1.032486707,0.258825724,2.34e-5,1.09697e-4,AC003965.1,1.032486707,ENSG00000263280
ENSG00000102794.10,1.619070212,3.382421322,0.938499394,2.36e-5,1.10286e-4,ACOD1,3.382421322,ENSG00000102794
ENSG00000103021.9,714.9877856,1.011567875,0.137048999,2.37e-5,1.11038e-4,CCDC113,1.011567875,ENSG00000103021
ENSG00000274718.1,5.542436517,1.848110854,0.489229384,2.37e-5,1.11103e-4,AL136964.1,1.848110854,ENSG00000274718
ENSG00000269621.1,1.475597917,2.803255462,0.801754099,2.38e-5,1.11312e-4,AL589765.7,2.803255462,ENSG00000269621
ENSG00000287108.1,2.063722661,2.042896095,0.542031839,2.39e-5,1.11702e-4,AC023302.2,2.042896095,ENSG00000287108
